usecase,description,default_syntax,category_rule,subcategory_rule,correlation_rule
Gestion de Usuarios (Abuso de Privilegios),"Indicates that a user executed a privileged action that they were not executing recently. Observations are kept in ""UBA : Recent Activities by Low Level Category and Username"" map-of-sets.

The sensitivity of this event can be modified by changing the TTL (time-to-live) of the Reference Map-of-Sets for ""UBA : Recent Activities by Low Level Category and Username"". Increasing the TTL will reduce the sensitivity. Decreasing TTL will increase the sensitivity.",,,User Behavior Analytics,UBA : Suspicious Privileged Activity (Rarely Used Privilege)
Gestion de Usuarios (Abuso de Privilegios),"Indicates that a user executed a privileged action that they were never observed doing before. Observations are kept in ""UBA : Observed Activities by Low Level Category and Username"" map-of-sets.",,,User Behavior Analytics,UBA : Suspicious Privileged Activity (First Observed Privilege Use)
Gestion de Usuarios (Abuso de Privilegios),Detect rarely performed administrative activities that appear suspicious.,,,User Behavior Analytics,UBA : Suspicious Administrative Activities Detected
Gestion de Usuarios (Abuso de Privilegios),Indicates when a user executes privileged access for the first time. This reporting rule can be disabled to allow the tracking of user behaviors for baselining purposes.,"Apply UBA : First Privilege Escalation on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Privileged User, First Time Privilege Use (logic)",,User Behavior Analytics,UBA : First Privilege Escalation
Gestion de Usuarios (Abuso de Privilegios),Detects the failed log in attempt from an account that has been determined to be dormant.,"Apply UBA : Dormant Account Use Attempted on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Event Filters
and when an event matches any of the following BB:CategoryDefinition: Authentication Failures
and when any of Username are contained in any of UBA : Dormant Accounts - AlphaNumeric (Ignore Case)",,User Behavior Analytics,UBA : Dormant Account Use Attempted
Gestion de Usuarios (Abuso de Privilegios),Detects cloud account creation activities from a new location.,"Apply UBA : Anomalous Cloud Account Created From New Location on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Cloud Endpoints
and when an event matches any of the following BB:UBA : Common Event Filters
and when BB:UBA : User Account Created match at least 1 times in 3 hour(s) after any of UBA : User Geography Change match with the same Username",Disponibilidad del Sistema,User Behavior Analytics,UBA : Anomalous Cloud Account Created From New Location
Gestion de Usuarios (Abuso de Privilegios),Detects anomalous account creation activity from new location.,"
Apply UBA : Anomalous Account Created From New Location on events which are detected by the Local system
and NOT when an event matches any of the following BB:UBA : Cloud Endpoints
and when an event matches any of the following BB:UBA : Common Event Filters
and when BB:UBA : User Account Created match at least 1 times in 3 hour(s) after any of UBA : User Geography Change match with the same Username",Cumplimiento,User Behavior Analytics,UBA : Anomalous Account Created From New Location
Gestion de Usuarios (Abuso de Privilegios),"This event detects when a user performs an action that modifies a user account or group or policy and dispatches an IBM Sense event to increment the originating user's risk score.

   Clients wishing to tune the impact of this rule on users' overall risk scores may consider modifying the building block rule ""BB:UBA : Authentication User or Group or Policy Changed"" by adding event categories of interest to their organization.","Apply UBA : Account or Group or Privileges Modified on events which are detected by the Local system
and when an event matches all of the following BB:UBA : Common Event Filters, BB:UBA : Authentication User or Group or Policy Changed",,User Behavior Analytics,UBA : Account or Group or Privileges Modified
Gestion de Usuarios (Abuso de Privilegios),"This event detects when a user performs an action that adds a user account or group or policy and dispatches an IBM Sense event to increment the originating user's risk score.

   Clients wishing to tune the impact of this rule on users' overall risk scores may consider modifying the building block rule ""BB:UBA : Authentication User or Group or Policy Added"" by adding event categories of interest to their organization.","Apply UBA : Account or Group or Privileges Added on events which are detected by the Local system
and when an event matches all of the following BB:UBA : Common Event Filters, BB:UBA : Authentication User or Group or Policy Added",Cumplimiento,User Behavior Analytics,UBA : Account or Group or Privileges Added
Gestion de Usuarios (Abuso de Privilegios),Reports when an User is created in the Active Directory,,,Authentication / Compliance,CSB:Active Directory User Deleted
Gestion de Usuarios (Abuso de Privilegios),Esta regla se dispara cuando se crea un usuario en el directorio activo,"Apply AD: A user account was created on events which are detected by the Local system
and when the event(s) were detected by one or more of WindowsAuthServer @ 10.115.150.3, WindowsAuthServer @ 10.115.130.17
and when any of EventID (custom) match 4720",Cumplimiento,Compliance,AD: A user account was created
Gestion de Usuarios (Abuso de Privilegios),"Esta regla se dispara cuando se remueve una cuenta de usuario de un grupo de seguridad: domain admin, domain controller, administrator","Apply AD: A member was removed of a security admin group on events which are detected by the Local system
and when the event(s) were detected by one or more of WindowsAuthServer @ 10.115.150.3, WindowsAuthServer @ 10.115.130.17
and when any of EventID (custom) match 4729
and when any of Group Name (custom) are contained in any of Grupos_Admin_AD - AlphaNumeric",Cumplimiento,Compliance,AD: A member was removed of a security admin group
Gestion de Usuarios (Abuso de Privilegios),"Esta regla se dispara cuando se agrega una cuenta de usuario a un grupo de seguridad: domain admin, domain controller, administrator","Apply AD: A member was added to a security enabled global group on events which are detected by the Local system
and when the event(s) were detected by one or more of WindowsAuthServer @ 10.115.150.3, WindowsAuthServer @ 10.115.130.17
and when any of EventID (custom) match 4728
and when any of Group Name (custom) are contained in any of Grupos_Admin_AD - AlphaNumeric",Cumplimiento,Compliance,AD: A member was added to a security enabled global group
Gestion de Usuarios (Abuso de Privilegios),Reports when an User is deleted from the Active Directory,,,Authentication / Compliance,Active Directory User Deleted
Gestion de Usuarios (Abuso de Privilegios),Reports when an User is created in the Active Directory,,,Authentication / Compliance,Active Directory User Created
Gestion de Usuarios (Abuso de Privilegios),"Updates the last seen value in the ""Critical Systems Users Seen"" reference collection for Destination IP/Username matches that already exist.","Apply UBA : Critical Systems Users Seen Update on events which are detected by the Local system
and when any of Destination IP are contained in any of Critical Assets - IP
and when the event context is Local to Local, Remote to Local
and when an event matches all of the following BB:CategoryDefinition: Authentication Success, BB:UBA : Common Event Filters
and when any of Destination IP is the key and any of Username is the value in any of Critical Systems Users Seen - AlphaNumeric (Ignore Case)",,User Behavior Analytics, UBA : Critical Systems Users Seen Update
Gestion de Usuarios (Abuso de Privilegios),Esta regla se dispara cuando se borra una cuenta de usuario del AD,"Apply AD: A user account was deleted on events which are detected by the Local system
and when the event(s) were detected by one or more of WindowsAuthServer @ 10.115.150.3, WindowsAuthServer @ 10.115.130.17
and when any of EventID (custom) match 4726",Cumplimiento,Compliance, AD: A user account was deleted
Gestion y/o Acceso  a Plataformas,Indicates that unauthorized access activities were found.,,,User Behavior Analytics,UBA : Unauthorized Access
Gestion y/o Acceso  a Plataformas,"Indicates that users were successfully able to authenticate in countries that are unusual for your network, as defined by the building block rule ""UBA : BB : Unusual Source Locations"".
",,,User Behavior Analytics,"UBA : User Geography, Access from Unusual Locations"
Gestion y/o Acceso  a Plataformas,"A match indicates that a user logged in remotely from a country that is different from the country of the user\\342\\200\\231s last remote login. This rule might also indicate an account compromise, particularly if the rule matches occurred closely in time.",,,User Behavior Analytics,UBA : User Geography Map
Gestion y/o Acceso  a Plataformas,"A match indicates that a user logged in remotely from a country that is different from the country of the user\\342\\200\\231s last remote login. This rule might also indicate an account compromise, particularly if the rule matches occurred closely in time.",,,User Behavior Analytics,UBA : User Geography Change
Gestion y/o Acceso  a Plataformas,Indicates that multiple locations or sources are using the same user account simultaneously. Adjust the match and duration parameters to tune responsiveness.,,,User Behavior Analytics,UBA : User Anomalous Geography
